,,Carpet Area Prices(Rs.Per Sq.Ft.),,,
Navi Mumbai,Sep 2020,"12,929","11,596","16,964","18,376"
Navi Mumbai,Dec 2020,"13,879","13,272","15,156","19,079"
Navi Mumbai,Mar 2021,"15,308","15,174","15,295","17,910"
Navi Mumbai,Jun 2021,"15,300","15,162","15,392","17,443"
Navi Mumbai,Sep 2021,"14,628","14,232","15,495","17,868"
Navi Mumbai,Dec 2021,"14,441","13,711","16,601","17,665"
Navi Mumbai,Mar 2022,"14,345","13,493","16,936","17,769"
Navi Mumbai,Jun 2022,"14,487","13,510","17,402","18,685"
Navi Mumbai,Sep 2022,"14,503","13,505","17,401","19,183"
Navi Mumbai,Dec 2022,"14,390","13,311","17,511","19,507"
Navi Mumbai,Mar 2023,"13,435","12,015","17,638","19,697"
Navi Mumbai,Jun 2023,"12,647","10,999","17,610","19,491"
Navi Mumbai,Sep 2023,"12,427","10,560","18,292","19,019"
Navi Mumbai,Dec 2023,"12,480","10,524","18,712","18,945"
Navi Mumbai,Mar 2024,"12,034","9,794","19,280","18,919"
Navi Mumbai,Jun 2024,"12,963","10,773","20,142","19,223"
Navi Mumbai,Sep 2024,"13,808","11,751","20,529","19,788"
Panvel,Jun-2013,"6,901","6,774","7,304","8,594"
Panvel,Sep-2013,"6,868","6,687","7,440","9,255"
Panvel,Dec-2013,"6,820","6,592","7,568","9,534"
Panvel,Mar-2014,"6,783","6,519","7,668","9,770"
Panvel,Jun-2014,"6,743","6,433","7,857","9,446"
Panvel,Sep-2014,"6,892","6,553","8,132","9,605"
Panvel,Dec-2014,"6,923","6,587","8,154","9,564"
Panvel,Mar-2015,"6,944","6,620","8,161","9,196"
Panvel,Jun-2015,"7,137","6,850","8,169","9,575"
Panvel,Sep-2015,"7,237","6,990","8,072","9,912"
Panvel,Dec-2015,"7,641","7,424","8,332","10,458"
Panvel,Mar-2016,"8,163","8,017","8,520","11,193"
Panvel,Jun-2016,"8,297","8,124","8,769","11,364"
Panvel,Sep-2016,"8,460","8,253","9,094","11,381"
Panvel,Dec-2016,"8,325","8,092","9,100","10,991"
Panvel,Mar-2017,"8,212","7,890","9,414","10,507"
Panvel,Jun-2017,"8,152","7,836","9,267","11,104"
Panvel,Sep-2017,"8,071","7,779","9,054","11,328"
Panvel,Dec-2017,"8,172","7,828","9,371","11,515"
Panvel,Mar-2018,"8,343","8,018","9,476","11,551"
Panvel,JUN-2018,"8,495","8,151","9,761","11,118"
Panvel,SEP-2018,"8,708","8,360","10,084","10,341"
Panvel,DEC 2018,"8,880","8,587","10,035","10,310"
Panvel,Mar 2019,"9,108","8,815","10,302","10,113"
Panvel,Jun 2019,"9,270","9,015","10,312","10,139"
Panvel,Sep 2019,"9,551","9,307","10,517","10,673"
Panvel,Dec 2019,"8,933","8,551","10,446","10,743"
Panvel,Mar 2020,"8,978","8,593","10,470","11,116"
Panvel,Jun 2020,"8,875","8,422","10,616","11,543"
Panvel,Sep 2020,"8,783","8,361","10,382","11,523"
Panvel,Dec 2020,"9,495","9,433","9,565","11,645"
Panvel,Mar 2021,"9,798","9,749","9,830","11,756"
Panvel,Jun 2021,"9,984","9,963","9,910","11,721"
Panvel,Sep 2021,"10,088","10,050","10,102","11,690"
Panvel,Dec 2021,"10,127","9,927","10,864","11,620"
Panvel,Mar 2022,"10,084","9,903","10,745","11,531"
Panvel,Jun 2022,"9,965","9,771","10,675","11,467"
Panvel,Sep 2022,"9,942","9,739","10,682","11,567"
Panvel,Dec 2022,"10,115","9,928","10,790","11,711"
Panvel,Mar 2023,"10,345","10,158","11,074","11,323"
Panvel,Jun 2023,"10,563","10,317","11,548","11,616"
Panvel,Sep 2023,"11,044","10,831","11,923","11,661"
Panvel,Dec 2023,"11,356","11,149","12,281","11,226"
Panvel,Mar 2024,"11,831","11,581","12,925","11,923"
Panvel,Jun 2024,"12,217","11,991","13,250","11,823"
Panvel,Sep 2024,"12,591","12,226","14,275","11,758"
Thane,Jun-2013,"10,552","10,309","10,660","12,513"
Thane,Sep-2013,"11,069","10,750","11,279","13,210"
Thane,Dec-2013,"11,484","11,197","11,651","13,548"
Thane,Mar-2014,"11,946","11,667","12,131","13,803"
Thane,Jun-2014,"12,173","11,932","12,363","13,579"
Thane,Sep-2014,"12,200","12,013","12,303","13,577"
Thane,Dec-2014,"12,395","12,160","12,551","13,958"
Thane,Mar-2015,"12,725","12,407","12,983","14,550"
Thane,Jun-2015,"13,037","12,681","13,271","15,429"
Thane,Sep-2015,"13,512","13,149","13,768","15,837"
Thane,Dec-2015,"13,777","13,400","14,090","15,897"
Thane,Mar-2016,"14,049","13,779","14,148","16,355"
Thane,Jun-2016,"14,268","13,958","14,444","16,527"
Thane,Sep-2016,"14,418","13,962","14,858","16,587"
Thane,Dec-2016,"14,462","13,968","14,942","16,785"
Thane,Mar-2017,"14,528","13,879","15,282","16,785"
Thane,Jun-2017,"14,183","13,543","14,936","16,345"
Thane,Sep-2017,"13,923","13,332","14,570","16,240"
Thane,Dec-2017,"14,238","13,681","14,816","16,622"
Thane,Mar-2018,"14,365","13,796","14,959","16,773"
Thane,JUN-2018,"14,794","14,330","15,252","16,918"
Thane,SEP-2018,"15,268","14,956","15,515","17,095"
Thane,DEC 2018,"15,279","15,078","15,419","16,574"
Thane,Mar 2019,"15,372","15,230","15,434","16,526"
Thane,Jun 2019,"15,520","15,372","15,499","17,268"
Thane,Sep 2019,"15,931","15,873","15,755","17,685"
Thane,Dec 2019,"16,203","15,964","16,296","18,212"
Thane,Mar 2020,"16,500","16,345","16,477","18,349"
Thane,Jun 2020,"16,733","16,569","16,788","18,177"
Thane,Sep 2020,"16,281","16,067","16,457","17,489"
Thane,Dec 2020,"16,299","16,253","16,189","17,504"
Thane,Mar 2021,"16,011","16,006","15,781","17,548"
Thane,Jun 2021,"16,116","16,105","15,908","17,577"
Thane,Sep 2021,"16,132","16,122","15,883","17,847"
Thane,Dec 2021,"16,086","16,056","15,846","17,959"
Thane,Mar 2022,"16,208","16,118","16,090","17,956"
Thane,Jun 2022,"16,264","16,174","16,149","17,994"
Thane,Sep 2022,"16,377","16,198","16,424","18,031"
Thane,Dec 2022,"16,593","16,409","16,623","18,406"
Thane,Mar 2023,"16,709","16,590","16,604","18,699"
Thane,Jun 2023,"16,733","16,528","16,744","18,913"
Thane,Sep 2023,"16,984","16,699","17,096","19,377"
Thane,Dec 2023,"17,080","16,677","17,401","19,431"
Thane,Mar 2024,"17,502","16,829","18,249","20,062"
Thane,Jun 2024,"17,799","17,056","18,686","20,230"
Thane,Sep 2024,"18,008","17,280","18,938","20,000"
Vasai Virar,Jun-2013,"5,124","5,115","5,308",0
Vasai Virar,Sep-2013,"5,396","5,400","5,322",0
Vasai Virar,Dec-2013,"5,444","5,448","5,370",0
Vasai Virar,Mar-2014,"5,587","5,588","5,569","6,295"
Vasai Virar,Jun-2014,"5,628","5,628","5,635","6,295"
Vasai Virar,Sep-2014,"5,648","5,643","5,741","5,439"
Vasai Virar,Dec-2014,"5,733","5,727","5,838","5,439"
Vasai Virar,Mar-2015,"5,775","5,771","5,848","5,816"
Vasai Virar,Jun-2015,"5,841","5,835","5,944","5,816"
Vasai Virar,Sep-2015,"5,924","5,924","5,924","6,352"
Vasai Virar,Dec-2015,"5,984","5,987","5,934","6,514"
Vasai Virar,Mar-2016,"6,044","6,047","5,988","6,252"
Vasai Virar,Jun-2016,"6,086","6,090","6,006","6,252"
Vasai Virar,Sep-2016,"6,083","6,088","5,991","5,754"
Vasai Virar,Dec-2016,"6,110","6,116","5,991","5,031"
Vasai Virar,Mar-2017,"6,145","6,149","6,077","5,026"
Vasai Virar,Jun-2017,"6,198","6,206","6,041","6,005"
Vasai Virar,Sep-2017,"6,350","6,361","6,153","7,962"
Vasai Virar,Dec-2017,"6,429","6,437","6,292","7,881"
Vasai Virar,Mar-2018,"6,447","6,454","6,309","7,747"
Vasai Virar,JUN-2018,"6,526","6,534","6,371","7,693"
Vasai Virar,SEP-2018,"6,585","6,591","6,477","7,693"
Vasai Virar,DEC 2018,"6,643","6,652","6,470","6,888"
Vasai Virar,Mar 2019,"6,664","6,672","6,516","6,627"
Vasai Virar,Jun 2019,"6,676","6,683","6,539","6,627"
Vasai Virar,Sep 2019,"6,703","6,714","6,503","6,534"
Vasai Virar,Dec 2019,"6,594","6,609","6,322","6,783"
Vasai Virar,Mar 2020,"6,618","6,637","6,252","8,413"
Vasai Virar,Jun 2020,"6,567","6,590","6,143","8,413"
Vasai Virar,Sep 2020,"6,527","6,537","6,336","8,045"
Vasai Virar,Dec 2020,"6,674","6,720","5,817","7,527"
Vasai Virar,Mar 2021,"6,737","6,769","6,132","6,387"
Vasai Virar,Jun 2021,"6,764","6,797","6,145","6,387"
Vasai Virar,Sep 2021,"6,804","6,838","6,162","5,198"
Vasai Virar,Dec 2021,"6,805","6,807","6,772","5,214"
Vasai Virar,Mar 2022,"6,923","6,932","6,741","5,255"
Vasai Virar,Jun 2022,"6,964","6,970","6,843","5,255"
Vasai Virar,Sep 2022,"7,058","7,061","7,002","6,423"
Vasai Virar,Dec 2022,"7,268","7,279","7,060","6,955"
Vasai Virar,Mar 2023,"7,342","7,350","7,183","7,663"
Vasai Virar,Jun 2023,"7,412","7,423","7,219","6,924"
Vasai Virar,Sep 2023,"7,470","7,485","7,196","6,982"
Vasai Virar,Dec 2023,"7,480","7,491","7,272","6,915"
Vasai Virar,Mar 2024,"7,604","7,630","7,125","6,776"
Vasai Virar,Jun 2024,"7,820","7,850","7,247","6,415"
Vasai Virar,Sep 2024,"8,161","8,204","7,349","6,106"
Howrah,Jun-2013,"3,174","2,765","2,874","4,302"
Howrah,Sep-2013,"3,337","2,907","2,926","4,663"
Howrah,Dec-2013,"3,482","2,993","3,090","4,881"
Howrah,Mar-2014,"3,637","3,198","3,199","5,019"
Howrah,Jun-2014,"3,784","3,314","3,479","5,023"
Howrah,Sep-2014,"3,909","3,471","3,765","4,859"
Howrah,Dec-2014,"4,051","3,585","3,994","4,917"
Howrah,Mar-2015,"4,161","3,744","4,082","4,974"
Howrah,Jun-2015,"4,137","3,666","4,062","5,039"
Howrah,Sep-2015,"4,131","3,578","4,066","5,153"
Howrah,Dec-2015,"4,186","3,605","4,142","5,227"
Howrah,Mar-2016,"4,191","3,641","4,145","5,179"
Howrah,Jun-2016,"4,279","3,799","4,218","5,171"
Howrah,Sep-2016,"4,443","3,886","4,516","5,267"
Howrah,Dec-2016,"4,522","3,885","4,630","5,429"
Howrah,Mar-2017,"4,683","3,952","4,797","5,740"
Howrah,Jun-2017,"4,611","3,824","4,767","5,699"
Howrah,Sep-2017,"4,526","3,770","4,595","5,691"
Howrah,Dec-2017,"4,551","3,845","4,607","5,651"
Howrah,Mar-2018,"4,484","3,775","4,532","5,601"
Howrah,JUN-2018,"4,578","3,883","4,552","5,782"
Howrah,SEP-2018,"4,715","4,028","4,688","5,909"
Howrah,DEC 2018,"4,715","4,038","4,540","6,110"
Howrah,Mar 2019,"4,840","4,161","4,524","6,443"
Howrah,Jun 2019,"4,874","4,204","4,572","6,442"
Howrah,Sep 2019,"4,879","4,158","4,551","6,572"
Howrah,Dec 2019,"4,950","4,174","4,722","6,587"
Howrah,Mar 2020,"4,895","4,165","4,895","6,119"
Howrah,Jun 2020,"4,979","4,135","4,960","6,424"
Howrah,Sep 2020,"4,920","4,154","4,940","6,175"
Howrah,Dec 2020,"4,848","4,146","4,777","6,131"
Howrah,Mar 2021,"4,865","4,070","4,857","6,211"
Howrah,Jun 2021,"4,817","4,041","4,822","6,110"
Howrah,Sep 2021,"4,824","4,009","4,898","6,080"
Howrah,Dec 2021,"4,859","4,013","4,987","6,088"
Howrah,Mar 2022,"4,790","4,010","4,976","5,823"
Howrah,Jun 2022,"4,857","4,059","4,970","6,027"
Howrah,Sep 2022,"4,796","4,103","4,889","5,820"
Howrah,Dec 2022,"4,769","4,190","4,835","5,644"
Howrah,Mar 2023,"4,778","4,268","4,789","5,616"
Howrah,Jun 2023,"4,624","4,276","4,767","4,993"
Howrah,Sep 2023,"4,631","4,336","4,718","4,998"
Howrah,Dec 2023,"4,675","4,319","4,754","5,155"
Howrah,Mar 2024,"4,655","4,323","4,798","5,000"
Howrah,Jun 2024,"4,776","4,343","4,942","5,256"
Howrah,Sep 2024,"4,592","4,306","4,698","4,917"
New Town Kolkata,Jun-2013,"3,974","3,738","3,721","4,667"
New Town Kolkata,Sep-2013,"4,101","3,807","3,844","4,863"
New Town Kolkata,Dec-2013,"4,189","3,954","3,910","4,931"
New Town Kolkata,Mar-2014,"4,247","3,899","4,008","5,031"
New Town Kolkata,Jun-2014,"4,347","3,889","4,186","5,095"
New Town Kolkata,Sep-2014,"4,582","4,166","4,444","5,249"
New Town Kolkata,Dec-2014,"4,682","4,439","4,455","5,337"
New Town Kolkata,Mar-2015,"4,757","4,681","4,462","5,368"
New Town Kolkata,Jun-2015,"4,786","4,827","4,405","5,436"
New Town Kolkata,Sep-2015,"4,700","4,704","4,295","5,433"
New Town Kolkata,Dec-2015,"4,775","4,616","4,473","5,480"
New Town Kolkata,Mar-2016,"4,884","4,580","4,696","5,531"
New Town Kolkata,Jun-2016,"5,043","4,564","4,964","5,664"
New Town Kolkata,Sep-2016,"5,112","4,540","5,098","5,710"
New Town Kolkata,Dec-2016,"5,089","4,448","5,011","5,873"
New Town Kolkata,Mar-2017,"5,025","4,411","4,807","6,033"
New Town Kolkata,Jun-2017,"4,920","4,518","4,549","5,993"
New Town Kolkata,Sep-2017,"4,840","4,644","4,353","5,919"
New Town Kolkata,Dec-2017,"5,016","4,904","4,542","5,986"
New Town Kolkata,Mar-2018,"5,269","5,048","4,932","6,100"
New Town Kolkata,JUN-2018,"5,459","5,173","5,147","6,310"
New Town Kolkata,SEP-2018,"5,606","5,158","5,384","6,456"
New Town Kolkata,DEC 2018,"5,744","5,293","5,554","6,542"
New Town Kolkata,Mar 2019,"5,933","5,611","5,804","6,490"
New Town Kolkata,Jun 2019,"5,942","5,606","5,845","6,453"
New Town Kolkata,Sep 2019,"6,165","5,872","6,143","6,497"
New Town Kolkata,Dec 2019,"6,123","5,700","6,181","6,442"
New Town Kolkata,Mar 2020,"6,239","5,767","6,263","6,667"
New Town Kolkata,Jun 2020,"6,359","5,840","6,369","6,860"
New Town Kolkata,Sep 2020,"6,449","5,968","6,350","7,107"
New Town Kolkata,Dec 2020,"6,590","6,374","6,337","7,263"
New Town Kolkata,Mar 2021,"6,553","6,409","6,347","7,071"
New Town Kolkata,Jun 2021,"6,551","6,358","6,428","6,967"
New Town Kolkata,Sep 2021,"6,697","6,395","6,698","6,997"
New Town Kolkata,Dec 2021,"6,795","6,524","6,862","6,943"
New Town Kolkata,Mar 2022,"6,902","6,566","7,005","7,050"
New Town Kolkata,Jun 2022,"6,955","6,605","7,060","7,116"
New Town Kolkata,Sep 2022,"6,956","6,614","7,003","7,213"
New Town Kolkata,Dec 2022,"6,904","6,556","6,869","7,314"
New Town Kolkata,Mar 2023,"6,876","6,552","6,701","7,519"
New Town Kolkata,Jun 2023,"6,981","6,669","6,849","7,531"
New Town Kolkata,Sep 2023,"7,122","6,809","6,979","7,696"
New Town Kolkata,Dec 2023,"7,401","6,994","7,209","8,155"
New Town Kolkata,Mar 2024,"7,750","7,222","7,574","8,599"
New Town Kolkata,Jun 2024,"7,938","7,406","7,651","8,991"
New Town Kolkata,Sep 2024,"8,097","7,637","7,659","9,352"
Chakan,Jun-2013,"3,202","3,181","3,332","5,199"
Chakan,Sep-2013,"3,360","3,357","3,379","4,803"
Chakan,Dec-2013,"3,451","3,453","3,436","4,803"
Chakan,Mar-2014,"3,506","3,494","3,579","4,805"
Chakan,Jun-2014,"3,631","3,627","3,652","5,009"
Chakan,Sep-2014,"3,788","3,774","3,870","6,109"
Chakan,Dec-2014,"3,853","3,855","3,842","6,109"
Chakan,Mar-2015,"4,094","4,115","3,964","5,818"
Chakan,Jun-2015,"4,162","4,187","4,012",0
Chakan,Sep-2015,"4,161","4,193","3,974",0
Chakan,Dec-2015,"4,182","4,215","3,984",0
Chakan,Mar-2016,"4,154","4,179","4,004","4,280"
Chakan,Jun-2016,"4,174","4,214","3,933","4,280"
Chakan,Sep-2016,"4,192","4,252","3,839","4,280"
Chakan,Dec-2016,"4,239","4,300","3,875","5,160"
Chakan,Mar-2017,"4,279","4,365","3,764","5,380"
Chakan,Jun-2017,"4,340","4,435","3,773","5,380"
Chakan,Sep-2017,"4,440","4,539","3,850","5,479"
Chakan,Dec-2017,"4,554","4,660","3,921","5,753"
Chakan,Mar-2018,"4,645","4,740","4,083","5,753"
Chakan,JUN-2018,"4,792","4,890","4,207","5,753"
Chakan,SEP-2018,"4,864","4,946","4,373","5,630"
Chakan,DEC 2018,"4,889","4,945","4,559","4,549"
Chakan,Mar 2019,"4,787","4,841","4,465","4,138"
Chakan,Jun 2019,"4,696","4,740","4,432","4,138"
Chakan,Sep 2019,"4,595","4,643","4,311","4,138"
Chakan,Dec 2019,"4,528","4,587","4,177","4,622"
Chakan,Mar 2020,"4,617","4,681","4,231","4,692"
Chakan,Jun 2020,"4,632","4,697","4,243","4,692"
Chakan,Sep 2020,"4,636","4,672","4,423","4,692"
Chakan,Dec 2020,"4,731","4,777","4,456","2,664"
Chakan,Mar 2021,"4,733","4,775","4,486","4,314"
Chakan,Jun 2021,"4,655","4,691","4,442","4,314"
Chakan,Sep 2021,"4,619","4,653","4,411","4,335"
Chakan,Dec 2021,"4,630","4,675","4,360","4,623"
Chakan,Mar 2022,"4,606","4,658","4,295","4,278"
Chakan,Jun 2022,"4,657","4,706","4,366","4,280"
Chakan,Sep 2022,"4,740","4,797","4,397","4,255"
Chakan,Dec 2022,"4,786","4,844","4,441","4,040"
Chakan,Mar 2023,"4,922","4,987","4,538","3,639"
Chakan,Jun 2023,"5,031","5,097","4,637","4,806"
Chakan,Sep 2023,"5,094","5,167","4,663","4,836"
Chakan,Dec 2023,"5,177","5,270","4,628","5,211"
Chakan,Mar 2024,"5,204","5,304","4,604","4,407"
Chakan,Jun 2024,"5,194","5,307","4,522","4,182"
Chakan,Sep 2024,"5,221","5,335","4,540","3,971"
Pimpri Chinchwad,Jun-2013,"4,288","4,134","4,574","4,821"
Pimpri Chinchwad,Sep-2013,"4,479","4,307","4,780","5,305"
Pimpri Chinchwad,Dec-2013,"4,584","4,405","4,889","5,528"
Pimpri Chinchwad,Mar-2014,"4,637","4,421","4,959","6,332"
Pimpri Chinchwad,Jun-2014,"4,715","4,535","4,984","6,132"
Pimpri Chinchwad,Sep-2014,"4,820","4,633","5,097","6,330"
Pimpri Chinchwad,Dec-2014,"4,887","4,682","5,224","6,101"
Pimpri Chinchwad,Mar-2015,"5,089","4,880","5,409","6,626"
Pimpri Chinchwad,Jun-2015,"5,206","4,969","5,585","6,789"
Pimpri Chinchwad,Sep-2015,"5,260","5,034","5,605","6,929"
Pimpri Chinchwad,Dec-2015,"5,290","5,112","5,535","6,966"
Pimpri Chinchwad,Mar-2016,"5,325","5,202","5,506","6,357"
Pimpri Chinchwad,Jun-2016,"5,366","5,286","5,457","6,346"
Pimpri Chinchwad,Sep-2016,"5,451","5,426","5,466","5,906"
Pimpri Chinchwad,Dec-2016,"5,491","5,471","5,507","5,835"
Pimpri Chinchwad,Mar-2017,"5,545","5,529","5,526","6,199"
Pimpri Chinchwad,Jun-2017,"5,720","5,549","5,944","7,491"
Pimpri Chinchwad,Sep-2017,"5,680","5,464","5,977","7,712"
Pimpri Chinchwad,Dec-2017,"5,829","5,658","6,052","7,586"
Pimpri Chinchwad,Mar-2018,"5,876","5,744","6,040","7,306"
Pimpri Chinchwad,JUN-2018,"5,901","5,892","5,862","6,637"
Pimpri Chinchwad,SEP-2018,"6,035","6,009","5,987","7,294"
Pimpri Chinchwad,DEC 2018,"5,987","5,953","5,954","7,294"
Pimpri Chinchwad,Mar 2019,"5,955","5,914","5,910","7,602"
Pimpri Chinchwad,Jun 2019,"5,923","5,848","5,926","7,862"
Pimpri Chinchwad,Sep 2019,"5,892","5,886","5,806","7,131"
Pimpri Chinchwad,Dec 2019,"5,953","5,935","5,864","7,543"
Pimpri Chinchwad,Mar 2020,"6,029","6,030","5,918","7,385"
Pimpri Chinchwad,Jun 2020,"6,054","6,082","5,906","7,160"
Pimpri Chinchwad,Sep 2020,"6,004","5,976","5,962","7,258"
Pimpri Chinchwad,Dec 2020,"5,976","5,939","6,038","6,199"
Pimpri Chinchwad,Mar 2021,"5,931","5,855","6,057","6,402"
Pimpri Chinchwad,Jun 2021,"5,945","5,866","6,057","6,614"
Pimpri Chinchwad,Sep 2021,"5,943","5,870","6,051","6,541"
Pimpri Chinchwad,Dec 2021,"5,914","5,861","5,985","6,450"
Pimpri Chinchwad,Mar 2022,"5,919","5,814","6,069","6,849"
Pimpri Chinchwad,Jun 2022,"5,914","5,785","6,105","6,932"
Pimpri Chinchwad,Sep 2022,"6,001","5,853","6,227","7,121"
Pimpri Chinchwad,Dec 2022,"6,079","5,887","6,396","7,221"
Pimpri Chinchwad,Mar 2023,"6,133","5,975","6,416","6,795"
Pimpri Chinchwad,Jun 2023,"6,223","6,096","6,479","6,423"
Pimpri Chinchwad,Sep 2023,"6,257","6,166","6,501","5,643"
Pimpri Chinchwad,Dec 2023,"6,327","6,261","6,511","5,798"
Pimpri Chinchwad,Mar 2024,"6,443","6,370","6,632","6,035"
Pimpri Chinchwad,Jun 2024,"6,506","6,411","6,733","6,209"
Pimpri Chinchwad,Sep 2024,"6,600","6,486","6,832","6,729"
Ranchi,Jun-2013,"2,485","2,474","2,545","2,394"
Ranchi,Sep-2013,"2,583","3,038","2,626","2,488"
Ranchi,Dec-2013,"2,662","3,090","2,715","2,552"
Ranchi,Mar-2014,"2,766","3,305","2,778","2,713"
Ranchi,Jun-2014,"2,817","3,074","2,828","2,783"
Ranchi,Sep-2014,"2,925","3,024","2,932","2,909"
Ranchi,Dec-2014,"2,928","3,096","2,965","2,861"
Ranchi,Mar-2015,"3,071","3,540","3,114","2,975"
Ranchi,Jun-2015,"3,137","3,593","3,168","3,059"
Ranchi,Sep-2015,"3,189","3,686","3,216","3,116"
Ranchi,Dec-2015,"3,255","3,472","3,285","3,194"
Ranchi,Mar-2016,"3,196","3,321","3,264","3,084"
Ranchi,Jun-2016,"3,170","3,213","3,240","3,062"
Ranchi,Sep-2016,"3,204","3,359","3,325","3,009"
Ranchi,Dec-2016,"3,089","3,210","3,259","2,821"
Ranchi,Mar-2017,"2,887","2,761","3,110","2,555"
Ranchi,Jun-2017,"2,961","2,934","3,163","2,652"
Ranchi,Sep-2017,"3,055","3,015","3,242","2,771"
Ranchi,Dec-2017,"3,193","3,487","3,309","2,998"
Ranchi,Mar-2018,"3,542","4,115","3,593","3,427"
Ranchi,JUN-2018,"3,618","3,947","3,670","3,518"
Ranchi,SEP-2018,"3,705","4,013","3,773","3,581"
Ranchi,DEC 2018,"4,020","4,171","4,155","3,804"
Ranchi,Mar 2019,"4,166","4,175","4,258","4,023"
Ranchi,Jun 2019,"4,222","4,418","4,345","4,019"
Ranchi,Sep 2019,"4,228","4,387","4,366","4,005"
Ranchi,Dec 2019,"4,206","4,243","4,350","3,983"
Ranchi,Mar 2020,"4,198","3,727","4,354","3,990"
Ranchi,Jun 2020,"4,194","3,713","4,329","4,018"
Ranchi,Sep 2020,"4,279","4,231","4,401","4,094"
Ranchi,Dec 2020,"4,288","4,321","4,442","4,051"
Ranchi,Mar 2021,"4,477","4,975","4,612","4,237"
Ranchi,Jun 2021,"4,479","5,025","4,610","4,243"
Ranchi,Sep 2021,"4,510","4,713","4,633","4,309"
Ranchi,Dec 2021,"4,521","4,686","4,647","4,318"
Ranchi,Mar 2022,"4,602","4,747","4,678","4,476"
Ranchi,Jun 2022,"4,632","4,731","4,731","4,474"
Ranchi,Sep 2022,"4,644","2,662","4,780","4,565"
Ranchi,Dec 2022,"4,761","2,841","4,881","4,700"
Ranchi,Mar 2023,"4,809","3,479","4,976","4,638"
Ranchi,Jun 2023,"4,887","3,891","5,093","4,637"
Ranchi,Sep 2023,"4,958","4,500","5,119","4,741"
Ranchi,Dec 2023,"5,019","4,425","5,160","4,841"
Ranchi,Mar 2024,"5,066","4,256","5,170","4,958"
Ranchi,Jun 2024,"5,121","4,290","5,187","5,072"
Ranchi,Sep 2024,"5,191","3,919","5,373","4,994"
Thiruvananthapuram,Jun-2013,"4,155","5,031","3,840","4,257"
Thiruvananthapuram,Sep-2013,"4,174","5,031","3,749","4,398"
Thiruvananthapuram,Dec-2013,"4,035","4,832","3,798","4,074"
Thiruvananthapuram,Mar-2014,"4,222","5,238","3,874","4,321"
Thiruvananthapuram,Jun-2014,"4,254","5,238","3,958","4,306"
Thiruvananthapuram,Sep-2014,"4,345","4,822","4,086","4,495"
Thiruvananthapuram,Dec-2014,"4,291","3,788","4,075","4,657"
Thiruvananthapuram,Mar-2015,"4,240","3,587","4,109","4,555"
Thiruvananthapuram,Jun-2015,"4,380","3,822","4,202","4,720"
Thiruvananthapuram,Sep-2015,"4,545","3,370","4,467","4,946"
Thiruvananthapuram,Dec-2015,"4,779","3,452","4,780","5,136"
Thiruvananthapuram,Mar-2016,"4,896","3,432","4,882","5,305"
Thiruvananthapuram,Jun-2016,"5,128","3,476","5,126","5,576"
Thiruvananthapuram,Sep-2016,"5,294","3,909","5,231","5,734"
Thiruvananthapuram,Dec-2016,"5,295","4,198","5,364","5,517"
Thiruvananthapuram,Mar-2017,"5,358","4,312","5,665","5,311"
Thiruvananthapuram,Jun-2017,"5,109","4,634","5,439","4,883"
Thiruvananthapuram,Sep-2017,"5,033","4,712","5,380","4,747"
Thiruvananthapuram,Dec-2017,"5,167","4,881","5,338","5,062"
Thiruvananthapuram,Mar-2018,"5,005","4,893","5,182","4,845"
Thiruvananthapuram,JUN-2018,"5,109","4,817","5,309","4,974"
Thiruvananthapuram,SEP-2018,"5,299","4,865","5,544","5,152"
Thiruvananthapuram,DEC 2018,"5,263","4,838","5,626","4,989"
Thiruvananthapuram,Mar 2019,"5,693","5,227","5,976","5,517"
Thiruvananthapuram,Jun 2019,"5,851","5,720","6,097","5,623"
Thiruvananthapuram,Sep 2019,"5,979","6,732","6,072","5,676"
Thiruvananthapuram,Dec 2019,"6,116","6,781","6,181","5,867"
Thiruvananthapuram,Mar 2020,"6,263","6,948","6,062","6,293"
Thiruvananthapuram,Jun 2020,"6,363","6,848","6,284","6,317"
Thiruvananthapuram,Sep 2020,"6,595","6,281","6,572","6,704"
Thiruvananthapuram,Dec 2020,"6,848","7,041","6,732","6,920"
Thiruvananthapuram,Mar 2021,"6,768","6,512","6,948","6,644"
Thiruvananthapuram,Jun 2021,"6,987","6,460","7,115","6,991"
Thiruvananthapuram,Sep 2021,"7,170","6,969","7,089","7,309"
Thiruvananthapuram,Dec 2021,"7,357","7,134","7,221","7,562"
Thiruvananthapuram,Mar 2022,"7,513","7,654","7,385","7,613"
Thiruvananthapuram,Jun 2022,"7,438","7,735","7,407","7,392"
Thiruvananthapuram,Sep 2022,"7,389","7,398","7,621","7,138"
Thiruvananthapuram,Dec 2022,"7,497","7,378","7,723","7,286"
Thiruvananthapuram,Mar 2023,"7,637","7,735","8,062","7,156"
Thiruvananthapuram,Jun 2023,"7,738","7,991","8,236","7,136"
Thiruvananthapuram,Sep 2023,"7,795","8,532","8,231","7,129"
Thiruvananthapuram,Dec 2023,"7,967","8,607","8,492","7,232"
Thiruvananthapuram,Mar 2024,"7,931","8,305","8,324","7,410"
Thiruvananthapuram,Jun 2024,"7,970","8,188","8,292","7,566"
Thiruvananthapuram,Sep 2024,"7,794","8,066","8,411","7,061"
Bhiwadi,Jun-2013,"2,915","2,970","2,848","3,071"
Bhiwadi,Sep-2013,"2,981","3,084","2,859","3,244"
